TEfam	Cont	Sel	DiffSelCont	log2SelCont	regime_Df	regime_F	regime_P	regime_Bonf	inter_Df	inter_F	inter_P	inter_Bonf	study_Df	study_F	study_P	study_Bonf	adj_R_squared	Df_resid	regime_fdr	inter_fdr	study_fdr	fb_id	source_id	flybase_name	species	te_name	te_type_gff	te_type_fasta	repbase_fasta_header_subtype	te_subtype_fasta	misc_subtype	repbase_species	percentage	match	synonym	repbase_meta	TEsubclass	TEclass	length
OSV	0.000894436886627409	0.000861930728543656	-3.25061580837532e-05	-0.0534077584520633	1	4.03	0.0519533108793868	FALSE	3	1.46	0.240304839267141	FALSE	3	45.93	1.02692804797311e-12	TRUE	0.755696186501272	38	0.1067541668507	0.313441094696271	3.4230934932437e-12	FBte0000587	AY089271	Osvaldo	Dmel	Osvaldo	LTR_retrotransposon	LTR	Gypsy	?	Gypsy	Drosophila_simulans	92.742	2	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|Gypsy-13_DSim_;Gypsy-13_DSim-LTR|Gypsy-13_DSim-I.	LTR	RNA	1543
PPI251	0.0253310579680392	0.0264046517889614	0.00107359382092218	0.0598847826093657	1	0.11	0.736442513644655	FALSE	3	17.98	1.99523444438829e-07	TRUE	3	25.55	3.19941107031216e-09	TRUE	0.733302512662756	38	0.807842499899775	5.98570333316487e-06	5.05170168996657e-09	FBte0000037	X06779	P-element	Dmel	P-element	terminal_inverted_repeat_element	DNA	P	NA	P	Drosophila_bifasciata	79.865	2	NA	P|DNA_transposon|Transposable_Element|P-transposon|P_DB;Repetitive_element.	TIR	DNA	2907
Q	0.0016754905750591	0.00175773581052238	8.22452354632801e-05	0.069134677103484	1	1.25	0.270029691916766	FALSE	3	0.67	0.576466367420964	FALSE	3	35.29	4.48619082619026e-11	TRUE	0.694149314366981	38	0.395165402805023	0.686716860479561	9.28177412315226e-11	FBte0000124	AE002612	Q-element	Dmel	Q-element	non_LTR_retrotransposon	LINE	CR1	CR1	CR1	Drosophila_melanogaster	96.997	1	NA	CR1|Non-LTR_Retrotransposon|Transposable_Element;CR1_superfamily|DMCR1A|ORF1|ORF2.	non-LTR	RNA	759
ROXELEMENT	0.0125900496782913	0.0128126090610892	0.000222559382797851	0.0252803092001594	1	0.77	0.384340132344229	FALSE	3	1.26	0.300673482449701	FALSE	3	41.43	4.63956916005138e-12	TRUE	0.730287407266272	38	0.501313216101168	0.383838488233661	1.21032238957862e-11	FBte0001160	AF237761	X-element	Dmel	X-element	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	1	Jockey|Non-LTR_Retrotransposon|Transposable_Element|LINE;X-element|BS2.	non-LTR	RNA	4740
RT1B	0.0274296784093162	0.0262096045794809	-0.00122007382983532	-0.0656421197598605	1	3.11	0.0860026813055367	FALSE	3	0.54	0.661097263728756	FALSE	3	14.27	2.21545245437682e-06	TRUE	0.473833483699608	38	0.151769437598006	0.734552515254173	2.95393660583576e-06	FBte0000603	AC005734	Rt1b	Dmel	Rt1b	non_LTR_retrotransposon	LINE	R1	R1	R1	Drosophila_melanogaster	99.69	1	NA	R1|Non-LTR_Retrotransposon|Transposable_Element|ORF1|ORF2;RT1|DMRT1|DMRT1B|Waldo-A.	non-LTR	RNA	5171
STALKER3	0.00838767701013839	0.00842789029274483	4.02132826064303e-05	0.00690022678930876	1	0.4	0.529774939661085	FALSE	3	2.21	0.10323269975044	FALSE	3	120.84	1.76003463377672e-19	TRUE	0.889584558100754	38	0.635729927593302	0.151072243537229	2.64005195066508e-18	FBte0001157	NA	Stalker3	Dmel	Stalker3	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|Gypsy_superfamily|LTR|STALKER3_LTR;TABOR_group.	LTR	RNA	372
TAHRE	0.0157459207851684	0.0206233455663073	0.00487742478113887	0.389300263559614	1	19.06	9.4020601052239e-05	TRUE	3	3.47	0.0252385609111375	FALSE	3	3.93	0.0154612530901803	FALSE	0.4323393307641	38	0.00299784272169122	0.0445386369020074	0.0165656283109075	FBte0000148	AJ542581	TAHRE	Dmel	TAHRE	non_LTR_retrotransposon	LINE	Jockey	Jockey	telomeric	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|TAHRE.	non-LTR	RNA	10463
TARTC	0.00256573024140279	0.00247235919979995	-9.33710416028328e-05	-0.0534811325023545	1	0	0.991855100692568	FALSE	3	2.47	0.0763605365508319	FALSE	3	7.08	0.000682058463951416	TRUE	0.324787410238169	38	0.991855100692568	0.117477748539741	0.000786990535328557	FBte0001208	AY600955	TART-C	Dmel	TART-C	non_LTR_retrotransposon	LINE	Jockey	Jockey	telomeric	Drosophila_melanogaster	91.837	2	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;Repetitive_sequence|TARTB1|TART_B1.	non-LTR	RNA	11124
TC1	0.0120665270528672	0.0127819385162852	0.00071541146341797	0.0830961486392414	1	3.98	0.0533770834253499	FALSE	3	0.97	0.417747283189958	FALSE	3	1.6	0.204852102976272	FALSE	0.094335252269857	38	0.1067541668507	0.522184103987448	0.204852102976272	FBte0000927	nnnnnnnn	Tc1	Dmel	Tc1	terminal_inverted_repeat_element	DNA	Mariner/Tc1	Tc1-Mariner	Tc1	Drosophila_melanogaster	100	1	NA	Mariner/Tc1|DNA_transposon|Transposable_Element;Mariner/Tc1-superfamily|TC1_DM|transposase.	TIR	DNA	1666
TC1-2	0.00847107997115228	0.00972492962117737	0.00125384965002509	0.199141900115847	1	14.01	0.000601016893945786	TRUE	3	9.7	6.9119533976751e-05	TRUE	3	6.04	0.0018192019462173	FALSE	0.546494580411086	38	0.00515157337667817	0.000409971588764469	0.002021335495797	FBte0000838	nnnnnnnn	Tc1-2	Dmel	Tc1-2	terminal_inverted_repeat_element	DNA	Mariner/Tc1	Tc1-Mariner	Tc1	Drosophila_melanogaster	100	1	NA	Mariner/Tc1|DNA_transposon|Transposable_Element;Mariner/Tc1-superfamily|TC1-2_DM|transposase.	TIR	DNA	1644
TC3	0.0037212251815178	0.00405598634958697	0.000334761168069166	0.124275102432812	1	6.96	0.0120352019450858	FALSE	3	4.58	0.00778134118827874	FALSE	3	5.11	0.00454420381398491	FALSE	0.392231986390223	38	0.0401173398169527	0.0194533529706968	0.0049573132516199	FBte0000044	AC009537	Tc3	Dmel	Tc3	terminal_inverted_repeat_element	DNA	NA	Tc1-Mariner	Tc3	NA	NA	0	NA	NA	TIR	DNA	1743
TRANSIB1	0.00236774990960886	0.00258448201025217	0.000216732100643305	0.12635845388713	1	14.27	0.000544013346646926	TRUE	3	10.44	3.80254817892915e-05	TRUE	3	14.12	2.45846466586284e-06	TRUE	0.642702806007652	38	0.00515157337667817	0.000284251471251227	3.20669304242979e-06	FBte0000626	nnnnnnnn	transib1	Dmel	transib1	terminal_inverted_repeat_element	DNA	Transib	Transib	Transib	Drosophila_melanogaster	99.575	1	NA	Transib|DNA_transposon|Transposable_Element|TRANSIB_family;transposase|TRANSIB3|TRANSIB1.	TIR	DNA	2167
TRANSIB2	0.00799309443095799	0.00850132654523541	0.000508232114277427	0.0889338432189815	1	11.97	0.00135154715297795	FALSE	3	8.51	0.000190022863928053	TRUE	3	82.84	1.00278479616305e-16	TRUE	0.861108319316629	38	0.00737207537987973	0.000814383702548798	8.59529825282614e-16	FBte0000885	nnnnnnnn	transib2	Dmel	transib2	terminal_inverted_repeat_element	DNA	Transib	Transib	Transib	Drosophila_melanogaster	100	1	NA	Transib|DNA_transposon|Transposable_Element|TRANSIB_family;TRANSIB2|TRANSIB2p_transposase.	TIR	DNA	2844
TRANSIB3	0.00371315656664686	0.00392725583351246	0.000214099266865597	0.0808754343979429	1	5.52	0.0241273562477025	FALSE	3	4	0.0143830223455292	FALSE	3	43.25	2.47877767872949e-12	TRUE	0.757118434852988	38	0.0603183906192562	0.0297579772666121	7.43633303618847e-12	FBte0000725	nnnnnnnn	transib3	Dmel	transib3	terminal_inverted_repeat_element	DNA	Transib	Transib	Transib	Drosophila_melanogaster	100	1	NA	Transib|DNA_transposon|Transposable_Element|TRANSIB_family;TRANSIB1|TRANSIB3|transposase.	TIR	DNA	2883
TRANSIB4	0.00293591187625341	0.00298994404672105	5.40321704676399e-05	0.0263098211548589	1	1.02	0.31933162395241	FALSE	3	0.4	0.755598264913279	FALSE	3	22.53	1.50107209999594e-08	TRUE	0.582563259946125	38	0.445579010166153	0.790780331757503	2.25160814999391e-08	FBte0001174	nnnnnnnn	transib4	Dmel	transib4	terminal_inverted_repeat_element	DNA	Jockey	?	Transib	Drosophila_melanogaster	99.115	1	NA	Transib|DNA_transposon|Transposable_Element|DDE-class;TRANSIB_family|TRANSIB4p_transposase|TRANSIB4.	TIR	DNA	2656
