TEfam	Cont	Sel	DiffSelCont	log2SelCont	regime_Df	regime_F	regime_P	regime_Bonf	inter_Df	inter_F	inter_P	inter_Bonf	study_Df	study_F	study_P	study_Bonf	adj_R_squared	Df_resid	regime_fdr	inter_fdr	study_fdr	fb_id	source_id	flybase_name	species	te_name	te_type_gff	te_type_fasta	repbase_fasta_header_subtype	te_subtype_fasta	misc_subtype	repbase_species	percentage	match	synonym	repbase_meta	TEsubclass	TEclass	length
DMZAM	0.0021745153940077	0.00191774502978712	-0.000256770364220578	-0.181282999805147	1	3.74	0.0607464395348559	FALSE	3	5.76	0.00237839724704987	FALSE	3	26.62	1.91048017089707e-09	TRUE	0.675967716532694	38	0.114040031014683	0.00612437291115342	3.04605363230821e-09	FBte0000217	AJ000387	ZAM	Dmel	ZAM	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|Gypsy_superfamily|ZAM_I|ZAM_LTR|env;gag|pol|internal_portion.	LTR	RNA	8435
DOC2	0.00955126176017759	0.00872095556395154	-0.000830306196226042	-0.131205110345233	1	8.05	0.00726818101079752	FALSE	3	6.72	0.000950769628085817	FALSE	3	26.61	1.92226685534013e-09	TRUE	0.691819638963105	38	0.0220183130621219	0.00292220037804698	3.04605363230821e-09	FBte0000103	nnnnnnnn	Doc2-element	Dmel	Doc2-element	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	99.917	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|DOC;DOC2_DM|JOCKEY_clade|gag|reverse_transcriptase.	non-LTR	RNA	4789
DOC3	0.0128051157124797	0.0126285824970808	-0.000176533215398945	-0.0200275777699406	1	1.25	0.271395225264897	FALSE	3	1.43	0.249259223884504	FALSE	3	11.57	1.57582788661055e-05	TRUE	0.42482361248497	38	0.38824594725395	0.295220377744106	1.78362936616359e-05	FBte0001140	nnnnnnnn	Doc3-element	Dmel	Doc3-element	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;reverse_transcriptase|gag|DOC|JOCKEY_clade|DOC3_DM.	non-LTR	RNA	4740
DOC4	0.00244886703868455	0.00260682615253709	0.000157959113852544	0.0901799288763829	1	35.99	5.71290281839986e-07	TRUE	3	30.64	3.05653498038235e-10	TRUE	3	449.85	1.01793715999044e-29	TRUE	0.97030600769425	38	1.84399471498685e-05	8.21195025533114e-09	5.24237637395077e-28	FBte0001039	nnnnnnnn	Doc4-element	Dmel	Doc4-element	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|DOC4_DM;JOCKEY_clade|ORF1|ORF2|reverse_transcriptase.	non-LTR	RNA	2791
DOC5	0.00592646643258225	0.00551633830512343	-0.000410128127458816	-0.103461238718179	1	1.45	0.236208835970274	FALSE	3	4.85	0.00590749301253556	FALSE	3	17.16	3.31282117172817e-07	TRUE	0.573442579283969	38	0.352601595723742	0.0126764954227326	4.31960516123168e-07	FBte0000791	nnnnnnnn	Porto1	Dmel	Porto1	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|DOC5_DM;JOCKEY_clade|ORF1|ORF2|Porto-1|reverse_transcriptase.	non-LTR	RNA	4682
F	0.0596921123091902	0.0561094434280643	-0.00358266888112589	-0.0892967047519163	1	7.43	0.00965990510514856	FALSE	3	4.26	0.0109604893644796	FALSE	3	5.98	0.00192608806631948	FALSE	0.408889640144312	38	0.0276380618286195	0.0213005736705924	0.00200390980637279	FBte0000005	AC005198	F-element	Dmel	F-element	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	99.936	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|ORF1|ORF2;LINE_retrotransposon|DMFW|FW_DM|FW.	non-LTR	RNA	4708
FROGGER	0.00121035622056309	0.00133602245442791	0.000125666233864817	0.142512544966345	1	6.58	0.0143617645284036	FALSE	3	9.03	0.000121522185124101	TRUE	3	31.26	2.34022026931386e-10	TRUE	0.728010690875526	38	0.0389279406954098	0.000544208046425322	4.2288190831461e-10	FBte0000314	AF492763	frogger	Dmel	frogger	LTR_retrotransposon	LTR	Copia	Copia	Copia	Drosophila_melanogaster	100	1	NA	Copia|LTR_Retrotransposon|Transposable_Element;Interspersed_repeat|FROGGER_LTR|internal_portion|FROGGER_I.	LTR	RNA	2483
FW2	0.00176148730157672	0.00184290442564677	8.1417124070054e-05	0.0651871791074852	1	16.11	0.000271041475778067	TRUE	3	14.93	1.41559727120674e-06	TRUE	3	57.74	3.20566264038085e-14	TRUE	0.834620096406078	38	0.00155095955584116	1.1319287112049e-05	1.06510726438461e-13	FBte0001002	nnnnnnnn	Fw2	Dmel	Fw2	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|FW2_DM;JOCKEY_clade|ORF1|ORF2|endonuclease|reverse_transcriptase.	non-LTR	RNA	3961
FW3	0.00128714952915997	0.00132961219265977	4.24626634998009e-05	0.046825854623672	1	0.94	0.339426111906611	FALSE	3	2.1	0.116785450139857	FALSE	3	43.56	2.23913831922055e-12	TRUE	0.744169102577037	38	0.466145193685079	0.156219498239029	5.91362171486453e-12	FBte0000636	nnnnnnnn	Fw3	Dmel	Fw3	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|FW3_DM;JOCKEY_clade|ORF1|ORF2|endonuclease|reverse_transcriptase.	non-LTR	RNA	3132
G2	0.00720280250608222	0.00653458577779102	-0.000668216728291197	-0.14046255989635	1	11.4	0.00170608166608533	FALSE	3	2.42	0.0807728496651875	FALSE	3	39.24	1.01150438610643e-11	TRUE	0.741936811369715	38	0.00702905646427156	0.115550048826588	2.36783981293096e-11	FBte0000800	AC006215	G2	Dmel	G2	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|ORF2;FW_DM|DOC|JOCKEY_superfamily|G|DMCR1A|G2_DM.	non-LTR	RNA	3102
G3	0.000966449875221943	0.00102486244036724	5.8412565145302e-05	0.0846634662151296	1	33.09	1.24585598964312e-06	TRUE	3	12.72	6.65663828683166e-06	TRUE	3	13.04	5.27237939777233e-06	TRUE	0.696721289896806	38	1.89394922100565e-05	4.03313966790389e-05	6.24201239046609e-06	FBte0001171	nnnnnnnn	G3	Dmel	G3	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|ORF1;reverse_transcriptase|ORF2|AP_endonuclease|RNase_H;DNA_binding_protein|JOCKEY_clade|G3_DM.	non-LTR	RNA	4605
G4_DM	0.00504235012258961	0.00543957713248678	0.00039722700989717	0.109398204894857	1	21.23	4.48246275214673e-05	TRUE	3	4.93	0.00546206982503209	FALSE	3	13.07	5.1769335428297e-06	TRUE	0.602556394327072	38	0.000355148971900856	0.0122302867821371	6.20028087106348e-06	FBte0000290	NA	G4	Dmel	G4	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;AP_endonuclease|DNA_binding_protein|G4_DM|JOCKEY_clad|ORF1;ORF2|RNase_H|reverse_transcriptase.	non-LTR	RNA	3856
G5_DM	0.00393952598804787	0.00411335341128487	0.000173827423236993	0.0622929786422378	1	0.96	0.333713540826039	FALSE	3	1.55	0.217132661432729	FALSE	3	81.15	1.40629218862989e-16	TRUE	0.843232587837899	38	0.464493171690298	0.269453784669531	7.62358396994098e-16	FBte0001128	NA	G5	Dmel	G5	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;AP_endonuclease|DNA_binding_protein|G5_DM|JOCKEY_clad|ORF1;ORF2|RNase_H|reverse_transcriptase.	non-LTR	RNA	4856
G5A	0.00371476470953359	0.00394862950990024	0.000233864800366646	0.08808117524167	1	8.66	0.0055230689238675	FALSE	3	14.49	1.9035250134796e-06	TRUE	3	171.15	4.09831579479663e-22	TRUE	0.925446960857049	38	0.0172673991082101	1.40045054563142e-05	1.05531631716013e-20	FBte0000174	nnnnnnnn	G5A	Dmel	G5A	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;AP_endonuclease|DNA_binding_protein|G5A_DM|JOCKEY_clade|ORF2;reverse_transcriptase.	non-LTR	RNA	2841
G6_DM	0.00507440421797318	0.00483141098641017	-0.000242993231563003	-0.0707938649178348	1	5.39	0.0257562797469746	FALSE	3	4.68	0.00707079661161803	FALSE	3	39.88	8.00672058817564e-12	TRUE	0.745860720971207	38	0.0595659864899332	0.0145658410199331	2.01144444044412e-11	FBte0000958	NA	G6	Dmel	G6	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;DNA/RNA_binding_protein|G6_DM|JOCKEY_clad|ORF1|ORF2|RNase_H;endonuclease.	non-LTR	RNA	2042
G7	0.000570437232653485	0.000583782130350436	1.33448976969509e-05	0.033361900321829	1	0.31	0.581108924260819	FALSE	3	1.32	0.281649622879775	FALSE	3	36.63	2.67166891738723e-11	TRUE	0.704256967851332	38	0.680161581805277	0.322332346184631	5.7329562185601e-11	FBte0000690	AC003788	G7	Dmel	G7	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|G|G7_DM;JOCKEY_superfamily|ORF2.	non-LTR	RNA	1192
GTWIN	0.00146360669817276	0.00148285475759125	1.92480594184839e-05	0.018849372585331	1	0.86	0.359554193743308	FALSE	3	2.36	0.0869194092001109	FALSE	3	34.97	5.08118540945814e-11	TRUE	0.701704793831669	38	0.482907815840955	0.120982420913668	1.04672419434838e-10	FBte0001062	AC006215	gtwin	Dmel	gtwin	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|GTWIN_I;GTWIN_LTR|LTR-retrotransposon|endogenous_retrovirus|env|gag;pol|internal_portion.	LTR	RNA	7411
GYPSY10	0.0023595807557043	0.00247561400231027	0.000116033246605965	0.0692558391243804	1	15.75	0.000309477742753865	TRUE	3	30.54	3.18910689527423e-10	TRUE	3	94.68	1.09637467231772e-17	TRUE	0.895209817769562	38	0.00164433069734602	8.21195025533114e-09	8.68666086528655e-17	FBte0000351	nnnnnnnn	gypsy10	Dmel	gypsy10	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;Gypsy_superfamily|GYPSY10_I|GYPSY10_LTR|endogenous_retrovirus;env|gag|pol|internal_portion.	LTR	RNA	6006
GYPSY2	0.00349519658413067	0.00362570976806151	0.000130513183930841	0.052889843460618	1	0.48	0.493213020108589	FALSE	3	2.2	0.103668194719985	FALSE	3	88.65	3.27844271600269e-17	TRUE	0.855317876093832	38	0.612059530978128	0.142370987415446	2.11049749842673e-16	FBte0001040	AL035631	gypsy2	Dmel	gypsy2	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;Gypsy_superfamily|GYPSY2_I|GYPSY2_LTR|LTR-retrotransposon;internal_portion.	LTR	RNA	6841
GYPSY3	0.00188953710747922	0.00200518659103087	0.000115649483551649	0.0857036406638061	1	2.55	0.118550527027792	FALSE	3	6.7	0.000964609833530072	FALSE	3	80.65	1.55483597407863e-16	TRUE	0.85129259844995	38	0.196946843288106	0.00292220037804698	8.00740526650495e-16	FBte0001030	AC007477	gypsy3	Dmel	gypsy3	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|GYPSY3_I;GYPSY3_LTR|endogenous_retrovirus|env|gag|pol;internal_portion.	LTR	RNA	6973
GYPSY4	0.00895358372408956	0.00945939400693135	0.000505810282841787	0.0792825187034907	1	35.11	7.20673198148634e-07	TRUE	3	17.46	2.74851384710858e-07	TRUE	3	77.06	3.26466906813684e-16	TRUE	0.873838970201029	38	1.84399471498685e-05	2.83096926252184e-06	1.60124244770521e-15	FBte0000688	nnnnnnnn	gypsy4	Dmel	gypsy4	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;Gypsy_superfamily|GYPSY4_I|GYPSY4_LTR|endogenous_retrovirus;env|gag|pol|internal_portion.	LTR	RNA	6852
GYPSY6	0.00467279531242882	0.0046675952476934	-5.20006473542223e-06	-0.00160638001867078	1	0.01	0.92517110388038	FALSE	3	2.41	0.0819086982465624	FALSE	3	22.83	1.28013935809464e-08	TRUE	0.604333502249653	38	0.952926236996791	0.115569807115013	1.91093266498185e-08	FBte0001175	nnnnnnnn	gypsy6	Dmel	gypsy6	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;Gypsy_superfamily|GYPSY6_I|GYPSY6_LTR|endogenous_retrovirus;env|gag|pol|internal_portion.	LTR	RNA	7826
GYPSY7	0.00283373096717327	0.00304619285372155	0.000212461886548283	0.104304485284999	1	34.3	8.95143065527595e-07	TRUE	3	16.07	6.62662042055169e-07	TRUE	3	10.29	4.2963867955132e-05	TRUE	0.702749836420857	38	1.84399471498685e-05	6.20492639378931e-06	4.65818778881957e-05	FBte0000171	AE003788	gypsy7	Dmel	gypsy7	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;Gypsy_superfamily|GYPSY7_I|GYPSY7_LTR|endogenous_retrovirus;env|gag|pol|internal_portion.	LTR	RNA	5486
HEL	0.0025115346477919	0.00272215022305428	0.000210615575262377	0.116177506999531	1	17.98	0.000137505600573734	TRUE	3	23.65	8.34358681645822e-09	TRUE	3	70.93	1.24629172684171e-15	TRUE	0.867537126400805	38	0.00094420512393964	1.43231573682533e-07	5.56943067544867e-15	FBte0000984	nnnnnnnn	Helena	Dmel	Helena	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	99.468	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;reverse_transcriptase|retrotransposon|HELENA|HELENA_RT.	non-LTR	RNA	1317
HOPPER2	0.00253636676897612	0.00274291976462181	0.00020655299564569	0.11294904120923	1	9.97	0.00311258326196925	FALSE	3	4.06	0.0135092085369271	FALSE	3	13.53	3.71882780031292e-06	TRUE	0.553272474478828	38	0.010341808902672	0.023990491022474	4.55999123133608e-06	FBte0000930	AF541950	hopper2	Dmel	hopper2	terminal_inverted_repeat_element	DNA	Transib	NA	Transib	Drosophila_melanogaster	87.196	2	NA	Transib|DNA_transposon|Transposable_Element|Nonautonomous;nonautonomous_DNA_transposon|TIR|DMTRDNA|M4DM.	TIR	DNA	1593
INVADER	0.0059387571386633	0.00597476638074294	3.60092420796463e-05	0.00872126757356709	1	0.4	0.531299200416394	FALSE	3	4.07	0.0132562692978007	FALSE	3	13.86	2.94869566647253e-06	TRUE	0.51194573799931	38	0.636323460963821	0.023990491022474	3.65922474273097e-06	FBte0000357	nnnnnnnn	invader1	Dmel	invader1	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|Gypsy_superfamily|INVADER_group;INVADER1_I|INVADER1_LTR|gag|integrase|protease;reverse_transcriptase|GYPSY71-I_AG|internal_portion.	LTR	RNA	4032
INVADER2	0.0114794544587326	0.011649332587593	0.0001698781288604	0.0211932204560413	1	2.1	0.155190354461863	FALSE	3	3.97	0.0147591610434537	FALSE	3	29.76	4.50500244375665e-10	TRUE	0.681522295583037	38	0.253723912850347	0.0253365597912622	7.86466528316839e-10	FBte0001084	nnnnnnnn	invader2	Dmel	invader2	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|Gypsy_superfamily|INVADER_group;INVADER2_I|INVADER2_LTR|gag|integrase|protease;reverse_transcriptase|internal_portion.	LTR	RNA	5124
INVADER3	0.00381724597710702	0.00403681537051838	0.000219569393411365	0.0806854501564898	1	19.02	9.54361695610833e-05	TRUE	3	8.61	0.000173934491852833	TRUE	3	18.06	1.90574639140331e-07	TRUE	0.671581429252216	38	0.000702137533199399	0.000716610106433672	2.61722504419388e-07	FBte0000619	nnnnnnnn	invader3	Dmel	invader3	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|Gypsy_superfamily|INVADER_group;INVADER3_I|INVADER3_LTR|gag|integrase|protease;reverse_transcriptase|internal_portion.	LTR	RNA	5484
INVADER6	0.0013866612518775	0.0015197907516111	0.000133129499733593	0.132257309612789	1	10.95	0.00205475723456406	FALSE	3	10.37	4.03235141862643e-05	TRUE	3	10.18	4.67619783757884e-05	TRUE	0.593114599830841	38	0.00811941717518992	0.000188787361872056	5.01717059656896e-05	FBte0000591	NT_033778	invader6	Dmel	invader6	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;Gypsy_superfamily|INVADER_group|INVADER6_I|INVADER6_LTR;endogenous_retrovirus|gag|pol|internal_portion.	LTR	RNA	4885
IVK	0.00945386331450816	0.00881937234457818	-0.000634490969929985	-0.100228020139518	1	5.59	0.0233175079127775	FALSE	3	6.07	0.00175814301835058	FALSE	3	2.64	0.0635710820018791	FALSE	0.354495816828629	38	0.0558535654654903	0.00489429002405702	0.0641943279038583	FBte0000608	nnnnnnnn	Ivk	Dmel	Ivk	non_LTR_retrotransposon	LINE	Jockey	?	I	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;reverse_transcriptase|gag|I_DM|JOCKEY_clade|IVK_DM|You.	non-LTR	RNA	5402
JOCKEY2	0.00195356811968459	0.00216368530617739	0.000210117186492798	0.147379121638304	1	79.88	7.03936583811919e-11	TRUE	3	47.06	7.15889389739819e-13	TRUE	3	252.96	3.79971599237953e-25	TRUE	0.955792212636493	38	3.62527340663138e-09	3.68683035716007e-11	1.30456915738364e-23	FBte0001092	NA	jockey2	Dmel	jockey2	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;AP_endonuclease|DNA_binding_protein|JOCKEY_clad|JOCKEY2|ORF1;ORF2|RNase_H|reverse_transcriptase.	non-LTR	RNA	3428
JUAN	0.00644121724899381	0.00681740043098472	0.000376183181990911	0.0818883726753665	1	5.83	0.0206497892732604	FALSE	3	1.06	0.376473061533484	FALSE	3	32.24	1.54310848305267e-10	TRUE	0.686962328885798	38	0.0506411498844243	0.421486144977705	2.88982134098955e-10	FBte0000982	AY180919	Juan	Dmel	Juan	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	99.905	1	1	Jockey|Non-LTR_Retrotransposon|Transposable_Element|DOC6_DM;JOCKEY_clade|ORF1|ORF2|Strider|endonuclease;reverse_transcriptase.	non-LTR	RNA	4236
LOOPER1_DM	0.00124684948601077	0.00140850758124302	0.00016165809523225	0.175880008883534	1	32.97	1.28714995602326e-06	TRUE	3	17.87	2.13434723624321e-07	TRUE	3	32.75	1.25125752895606e-10	TRUE	0.798055034201901	38	1.89394922100565e-05	2.4426418370339e-06	2.38665787930508e-10	FBte0000323	NA	looper1	Dmel	looper1	terminal_inverted_repeat_element	DNA	piggyBac	PiggyBac	PiggyBac	Drosophila_melanogaster	100	1	NA	piggyBac|DNA_transposon|Transposable_Element|LOOPER1_Dm;Looper/PiggyBac_superfamily|TTAA|transposase.	TIR	DNA	1881
MARINER2	0.00557316847938319	0.00588810821449433	0.000314939735111137	0.0793064187907545	1	22.42	3.02540867051806e-05	TRUE	3	24.98	4.24291859542263e-09	TRUE	3	481.16	2.9349144166446e-30	TRUE	0.971498186101616	38	0.000290804828717834	8.74041230657062e-08	3.02296184914394e-28	FBte0001033	nnnnnnnn	mariner2	Dmel	mariner2	terminal_inverted_repeat_element	DNA	Mariner/Tc1	Tc1-Mariner	Tc1	Drosophila_melanogaster	100	1	NA	Mariner/Tc1|DNA_transposon|Transposable_Element|MARINER2_DM;Mariner/Tc1-superfamily|transposase.	TIR	DNA	912
McCLINTOCK	0.00434468542502495	0.00421773406308767	-0.00012695136193728	-0.0427835900680661	1	0.03	0.866322439655138	FALSE	3	2.61	0.0652433057040346	FALSE	3	23.75	7.91709101713316e-09	TRUE	0.615792603480953	38	0.910522564127339	0.0973921809784864	1.21710503696226e-08	FBte0000926	AF541948	McClintock	Dmel	McClintock	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	2	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|pol_domain|MCCLINTOCK|QUASIMODO2-I_DM.	LTR	RNA	6450
OPUS	0.00931796521463692	0.00908681764951796	-0.000231147565118961	-0.0362398169191127	1	1.87	0.178962023787237	FALSE	3	1.39	0.260490261936467	FALSE	3	27.56	1.22418789708852e-09	TRUE	0.644904655512401	38	0.28358597615516	0.301466258196136	2.00145005397012e-09	FBte0000918	AY180918	opus	Dmel	opus	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	99.93	1	1	Gypsy|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|LTR-retrotransposon|NOMAD_I|NOMAD_LTR;gag|pol|internal_portion.	LTR	RNA	7521
OSV	0.000847760135133759	0.00087551246316338	2.77523280296209e-05	0.0464715889225189	1	0.48	0.492168019691436	FALSE	3	0.32	0.810911553758637	FALSE	3	164	8.7058276173044e-22	TRUE	0.915322195888586	38	0.612059530978128	0.826969208288511	1.79340048916471e-20	FBte0000587	AY089271	Osvaldo	Dmel	Osvaldo	LTR_retrotransposon	LTR	Gypsy	?	Gypsy	Drosophila_simulans	92.742	2	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|Gypsy-13_DSim_;Gypsy-13_DSim-LTR|Gypsy-13_DSim-I.	LTR	RNA	1543
PPI251	0.0114516066003114	0.0120825118229904	0.000630905222679043	0.0773703914086335	1	1.36	0.25090077240999	FALSE	3	13.39	4.11707643817986e-06	TRUE	3	10.4	3.91667006731763e-05	TRUE	0.593603296408082	38	0.369182565117557	2.65036795707828e-05	4.29167039291187e-05	FBte0000037	X06779	P-element	Dmel	P-element	terminal_inverted_repeat_element	DNA	P	NA	P	Drosophila_bifasciata	79.865	2	NA	P|DNA_transposon|Transposable_Element|P-transposon|P_DB;Repetitive_element.	TIR	DNA	2907
QBERT	0.0036134719759519	0.00349499815041781	-0.000118473825534094	-0.0480940134982304	1	1.47	0.233298401837	FALSE	3	6.43	0.0012452509648486	FALSE	3	5	0.00507294002316994	FALSE	0.390000362966367	38	0.352601595723742	0.00356280137165016	0.00522512822386504	FBte0001166	AF541947	accord2	Dmel	accord2	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|ACCORD2_I;ACCORD2_LTR|endogenous_retrovirus|Gypsy_superfamily|gag;integrase|reverse_transcriptase|internal_portion.	LTR	RNA	7650
QUASIMODO	0.013693318713184	0.0143378187025694	0.000644499989385407	0.0663534143852731	1	5.37	0.0260239746800679	FALSE	3	2.87	0.049268685701141	FALSE	3	54.12	8.6829175185105e-14	TRUE	0.790032631733272	38	0.0595659864899332	0.0757414123465302	2.710122740626e-13	FBte0000640	AF364550	Quasimodo	Dmel	Quasimodo	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	99.44	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|Retrovirus;gag-like|pol|env-like|QUASIMODO_LTR|QUASIMODO_I;internal_portion.	LTR	RNA	7387
ROOA_LTR	0.00477777177861574	0.00531565369226288	0.000537881913647137	0.153909176265802	1	91.76	1.11298412590511e-11	TRUE	3	83.81	8.27505155886048e-17	TRUE	3	149	4.68124948628469e-21	TRUE	0.945664255134842	38	1.14637364968226e-09	8.52330310562629e-15	8.03614495145539e-20	FBte0000765	NA	rooA	Dmel	rooA	LTR_retrotransposon	LTR	BEL	Bel-Pao	Pao	Drosophila_melanogaster	100	1	NA	BEL|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|reverse_transcriptase|gag;BCDPR_superfamily|endonuclease|env|internal_portion|ROOA_I;ROOA_LTR.	LTR	RNA	7621
ROVER	0.00600600558734118	0.00492542524415148	-0.0010805803431897	-0.286157529786008	1	7.73	0.00840846257489607	FALSE	3	6.67	0.000995871567438051	FALSE	3	45.94	1.02316418984007e-12	TRUE	0.778929547942967	38	0.0247449041489799	0.00293070775560341	2.84826787982506e-12	FBte0000692	AF492764	rover	Dmel	rover	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|ROVER_DM;env_domain|gag_domain|pol_domain.	LTR	RNA	7318
ROXELEMENT	0.00818238117566474	0.00857541695637275	0.000393035780708012	0.0676860734804585	1	0.49	0.486273513793579	FALSE	3	3.45	0.0260122112788224	FALSE	3	91.86	1.81615668600954e-17	TRUE	0.861284901362259	38	0.612059530978128	0.0418634025268548	1.24709425772655e-16	FBte0001160	AF237761	X-element	Dmel	X-element	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	1	Jockey|Non-LTR_Retrotransposon|Transposable_Element|LINE;X-element|BS2.	non-LTR	RNA	4740
RT1B	0.0174116280146915	0.0173538816019374	-5.77464127541061e-05	-0.00479271213604233	1	1.31	0.258959359561464	FALSE	3	0.99	0.408953621772238	FALSE	3	87.55	4.02874480477448e-17	TRUE	0.85242373182127	38	0.375673437110293	0.448108755771708	2.4409453817163e-16	FBte0000603	AC005734	Rt1b	Dmel	Rt1b	non_LTR_retrotransposon	LINE	R1	R1	R1	Drosophila_melanogaster	99.69	1	NA	R1|Non-LTR_Retrotransposon|Transposable_Element|ORF1|ORF2;RT1|DMRT1|DMRT1B|Waldo-A.	non-LTR	RNA	5171
